Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,ATG,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,100.3303656,119.6477166,157.2415178,153.9773874,168.7992858,174.9590571,137.8222942,159.7485485,167.8769976,189.8767924,183.0131354,169.0228326,171.7662345,175.9250501,180.7508686,189.4053279,186.9362836,116.0756606,180.8963501,174.2282223,158.9333163,154.1556657,153.7392045,123.1534659,120.4379642,112.4326412,118.737312,125.3747215,123.1222944,120.3885578,117.4059642,117.0873737,105.1135385,105.9200731,104.3547459,103.3703583,105.4769913,109.2022557,99.97058824,
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,27.06435853,27.44069343,26.57992565,26.84553269,28.70815653,28.49367143,28.07414105,26.78709677,26.79612983,25.29829285,26.20831976,25.60875717,24.87008166,25.25096059,26.43191553,29.07459244,26.95850872,28.72904577,28.2763424,29.73454315,32.41410118,31.70945062,30.42460087,29.27514456,28.62526895,32.60778871,33.13461864,32.61856348,32.65482465,32.15485927,32.26392402,32.29391415,33.14141684,35.47598025,36.47696709,37.73090319,38.2183908,37.95045753,39.97220896,39.00632494,40.90457798,44.11794317,41.32677983,39.96790389,36.72774684,38.86503191,41.01724853,41.40257001,42.11823852,44.94695497,39.86036365,41.24351413,42.69559759,40.88919911,42.30167275,41.00693812,
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,46.50975849,44.90723707,45.61809015,46.28469294,46.98558125,48.23931495,48.92554253,48.30854122,49.01388117,52.72525966,54.96962459,54.48864936,54.40397662,54.56502009,59.6858061,56.71168912,60.03459661,60.39580155,59.78622012,63.4426697,66.95664622,68.53176205,64.24454757,62.59596935,66.70714939,70.22264423,64.14208679,62.97889093,66.69494486,70.67863501,71.63071317,70.1875541,67.76430797,63.39091269,66.11781307,68.39204397,70.20658284,74.99296903,77.08780334,78.37926897,85.47378348,87.6386079,86.95994943,86.4920632,90.93434994,94.16200791,98.23025541,100.8188331,102.1250511,86.80704205,98.68308627,104.8239013,105.0000069,103.8029451,102.7323302,102.1121782,
Azerbaijan,AZE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.08321965,86.86377246,140.7999834,133.4207611,55.35265805,69.41089137,85.06335997,82.04624669,77.23357999,69.86122148,77.41945487,78.24097186,92.81745799,107.5613867,121.5033645,115.8334454,105.2656161,96.6446392,89.24289686,74.74404168,74.98598846,80.50804501,79.34845819,75.5937631,69.50920516,72.63877569,
Burundi,BDI,Trade (% of GDP),NE.TRD.GNFS.ZS,25.89285744,27.58620798,29.50819589,21.80451147,26.17449661,22.88225297,23.7683402,22.68636626,23.6625078,21.75328967,22.30979655,22.60743004,26.80941312,24.34890434,25.28733518,27.27741632,30.37936063,34.88702915,31.93409359,36.88478616,32.1014456,31.18104621,37.11942099,33.79333982,35.05631669,31.81352155,34.0388589,35.48353466,38.5439533,32.68930939,35.64813955,38.42256048,38.22613141,36.5429966,38.75352358,40.20462641,21.57372227,24.27537923,27.44002999,23.53974528,22.55372449,20.96404561,21.67382941,27.37631208,31.57611818,41.64680569,54.15179049,41.48231204,47.41791826,49.9258729,48.09569624,47.01920455,46.41898004,41.64117356,41.30700229,35.78266886,
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,76.30136587,78.81847213,81.15764325,84.38258376,85.3268781,83.99006921,88.03574573,84.95429386,89.27256583,96.49128993,87.0758025,84.94905498,84.57871806,93.4462479,104.495769,90.85011806,96.10327812,94.97634961,91.63655142,100.831742,102.3066839,109.4176862,117.0639043,119.5094603,127.2864361,122.9633391,111.4945548,109.1056284,115.559899,124.0119132,120.5696727,117.7127732,114.2157113,108.2016635,112.388937,115.5113654,118.0600938,124.3666933,123.4844957,123.9972403,141.0790715,138.6944652,135.124885,131.9903126,136.0378332,143.3762209,147.6939014,151.1636219,158.9080451,136.3567579,151.1001765,162.7536657,163.994977,162.4787248,165.4876819,164.1858624,
Benin,BEN,Trade (% of GDP),NE.TRD.GNFS.ZS,18.23419982,14.11812169,13.47712766,15.44725902,17.38050343,22.17327364,23.04260784,27.43808832,28.41122937,33.20172495,39.63790345,45.61841272,41.18455161,41.61214261,43.8114045,47.94122796,44.01975771,50.95968552,51.07045265,54.53816815,53.1386196,59.8893721,57.85733537,45.34201189,50.51130349,60.30121798,49.2914177,46.21813521,45.88682803,38.30036736,45.72018215,51.34471684,56.7407458,55.38179913,64.40047925,63.80014001,56.51779145,58.71162961,59.5936253,64.67000785,55.99169036,57.27591999,51.48426491,48.72235439,46.37025873,45.81656011,46.85187251,57.8049633,56.49791804,52.70052519,60.99298998,55.57875895,59.66939766,69.46151466,76.53088863,68.0180272,
Burkina Faso,BFA,Trade (% of GDP),NE.TRD.GNFS.ZS,20.70137006,21.21886244,21.23794839,21.24850128,14.31727564,16.02921712,16.70021919,18.85581328,21.49212882,22.34960836,21.59701042,25.44255661,27.68872686,29.23133631,32.79367889,37.49937071,35.21349568,38.40353376,35.21924848,37.52857807,40.21302868,40.71152425,39.81975144,37.45829725,39.71870566,40.94754698,37.96172942,39.43994633,38.12968228,32.39475994,35.42265044,33.79623643,28.37401638,29.62508395,39.22922224,40.74747142,38.18029777,37.41641878,40.93978358,33.70890039,34.5123825,32.3692329,30.87290647,30.73251815,37.12858447,35.53571955,36.77824433,35.78303239,36.28575753,40.42085536,48.86683091,58.15399853,62.67907617,67.33889932,66.0565466,65.412243,
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,19.30394367,22.48235237,21.55484828,21.63976306,24.15026781,23.02931371,22.93610297,21.90186011,19.93714038,19.81132117,20.82059695,17.01907184,19.40728956,18.39465651,14.04962107,10.99562613,22.38227493,19.4221982,21.03851496,21.90706354,23.37723111,19.24715909,20.60692419,20.31688062,16.81172717,18.22218462,17.01874251,16.68779763,17.67806431,18.32517402,18.96650201,18.88982689,19.9340055,23.12158307,22.86586455,28.20949608,26.07608772,26.32551339,27.8800634,28.38794056,29.32171436,32.09801707,28.96738072,27.6578849,26.85823415,34.39693486,38.11192443,39.94238265,42.62091403,40.09279622,37.80284267,47.42084984,48.11092275,46.29640272,44.5140802,42.08599908,
Bulgaria,BGR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,66.39641735,70.1610468,67.49939682,74.08786299,78.37731166,85.99736772,83.50356439,83.40765316,91.46175131,94.57897077,69.84706085,82.68238762,100.0498008,84.04148545,90.72012938,101.8271665,104.3680076,87.39324111,79.15009601,90.95776967,78.32361937,79.35049015,75.46514112,79.2771073,93.28954514,99.87344245,111.2914142,122.6138492,124.2661759,93.12233844,103.2073848,117.7619669,124.7763246,129.7148424,130.9679086,128.0666373,
Bahrain,BHR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,239.348925,251.1388833,225.7586884,189.6325833,190.330269,191.6102323,183.5235689,189.7679308,172.8324115,186.2738212,210.1609658,180.6418102,181.1240372,164.6038971,155.1781716,152.4643154,164.1154193,148.5820781,128.4891015,141.8316988,135.8090158,127.026112,130.6075232,128.0914868,140.7372332,148.313493,147.1018554,137.7850506,145.882662,117.9637254,120.4723945,127.9852126,122.1900856,121.221954,116.8835203,,
"Bahamas, The",BHS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,148.7938289,150.1802018,129.075265,133.2584438,129.7511392,125.3373883,124.5844875,121.8950566,124.0617109,121.7229525,117.1260176,,111.0003266,110.1200253,106.1186181,101.4615632,103.3599612,104.4019638,104.4654418,105.856747,91.25683137,88.90555081,86.69857601,91.20146306,82.99738623,80.57822971,81.44829197,87.10558576,93.20118211,100.1146431,100.7048206,100.0240097,87.53072086,89.98707896,100.9620077,103.7108257,100.0057005,103.7916515,85.81508792,
Bosnia and Herzegovina,BIH,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8472277,91.87961266,107.5000435,100.6309648,125.6666091,121.8206294,104.1906109,104.3189499,95.27676951,113.4578465,109.7401313,103.2447734,98.0289378,83.5642765,86.21378262,73.80282945,81.02718514,87.90885166,88.07555667,87.84645451,90.80283848,,
Belarus,BLR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6073903,70.26406429,117.1227691,151.0037348,155.3745251,103.718866,96.77485102,125.5161995,122.9577514,120.8351265,141.609166,137.0449305,131.0020583,134.1418523,142.1365104,118.8843517,124.2951039,128.153878,129.5994785,112.3103385,120.1393394,163.336841,158.0676546,123.798899,114.5903063,119.8502084,
Belize,BLZ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,123.9537869,128.745464,118.5495119,114.0740741,132.5983879,109.7776715,113.6493307,123.0518894,129.8666243,128.8723668,122.2854376,119.1196948,102.6387337,96.87520904,102.2701109,97.07201788,100.2693005,108.4864561,109.5091681,122.4112529,126.6416164,119.9675728,118.6904514,120.5370805,110.7422318,120.4444997,127.6511455,126.5967079,133.2049488,112.8001969,116.2822071,126.883143,129.1131874,132.1849992,138.0737961,135.1623543,
Bermuda,BMU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.99970619,77.26918707,76.48018627,75.41665184,77.26078321,,,
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,32.61218019,31.34431402,32.4062564,34.72564495,34.92874305,37.04585429,38.10572447,39.60048361,49.08575694,49.73980627,48.9490235,45.79683418,45.13157895,56.03212915,62.09013468,58.15495241,57.56095776,56.42061907,52.70338555,51.57077929,46.81300675,46.21977174,58.46826125,52.35582154,49.47473375,41.89276456,47.03136192,43.6226593,41.90625145,45.65467871,46.70327322,48.4449665,49.11085697,47.4671275,48.86085141,49.7379857,49.85629111,50.46966341,52.28116177,44.16825464,45.59777511,45.22782135,49.35026047,51.96783514,57.46426632,67.64194249,74.53784911,76.06131503,82.86658823,68.62733822,75.51132902,82.4799076,84.94875878,81.23111925,85.26429361,67.80285421,
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,14.17633202,14.61886702,9.057734119,18.14745427,12.06300928,13.29168623,12.81640431,11.53794213,12.61091042,13.17411689,14.4791955,14.55128018,16.10325126,17.77325882,21.89684749,19.04415313,16.46833138,15.17011611,14.53997323,16.29947274,20.35856053,19.2198034,15.88416173,20.43016279,21.47197221,19.34327423,15.17116523,15.65260586,16.58075476,14.39087766,15.16175556,16.59091663,19.25334358,19.59931629,19.33290546,16.63266226,15.63556214,16.57618143,16.43865273,20.98213588,22.63977857,26.93630126,27.61837145,28.14044172,29.6782531,27.08676559,26.04166926,25.29255443,27.25761085,22.10597533,22.51740161,23.7164177,24.81087877,25.6347886,25.10745853,27.3674143,
Barbados,BRB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,112.1624694,101.2946102,102.7504816,110.4727043,109.9955919,101.189095,87.51700267,72.20946955,76.5510589,79.37774986,79.49446488,75.56459269,76.82453689,80.96840003,83.42270409,90.07035632,91.54913848,93.85200621,86.2884399,86.42837975,88.7760256,84.6410372,81.8096824,88.29394317,90.21672096,95.66340847,94.59189707,93.7074763,98.44590744,85.85151023,96.5766685,91.44352066,89.51693723,85.18376823,85.64616473,83.85690511,
Brunei Darussalam,BRN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,107.4076905,113.4854173,111.9137681,110.7220592,109.485414,109.1994555,105.0257732,106.8567402,106.569503,107.2514433,,,,,,97.01921056,99.07538003,106.8491009,105.7813646,106.5269822,99.48742592,115.5439642,120.5739637,115.6796683,107.8761062,104.2195716,103.1716255,108.7188707,108.7479691,105.2584676,100.5895707,97.45761662,96.94114936,95.75046726,105.9138441,108.5726365,95.37185661,99.53654036,105.6379448,110.9368788,99.22562802,84.89706379,
Bhutan,BTN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,51.3479722,63.47852371,61.39388586,57.83123597,58.06120216,66.13058396,70.05223664,61.63850144,77.18904377,66.01540588,57.48298356,72.28102977,87.89033266,75.66203313,68.95478401,80.3984622,81.15644934,82.02069344,82.51759968,81.81567376,82.46935577,75.83389109,69.55953624,70.35780912,89.37025959,101.8153754,129.6295407,83.25673082,106.749452,106.906127,113.1839938,111.6915833,101.7639272,102.7354752,93.62261995,92.85722564,
Botswana,BWA,Trade (% of GDP),NE.TRD.GNFS.ZS,65.91957811,69.74182766,72.76503188,76.3398002,77.38771244,82.31707317,80.21680217,75.38734111,86,75.33753375,85.56925308,94.71365639,97.91502754,100.7966952,105.6984852,107.3862555,116.7078825,120.2103879,120.5849269,119.3729422,119.5015463,121.2353923,123.8361801,124.6490648,118.7734707,117.5228082,117.4595896,123.5717533,114.4515902,105.3608646,104.8473204,99.55838535,89.75125459,86.20820501,88.18060973,94.59517165,90.95557528,108.6044152,101.8410393,98.9290812,91.92472969,87.52506557,91.83577406,85.83404252,90.99782289,88.50535206,86.33458892,95.10463872,96.71591029,86.68601985,94.89979629,101.3604706,108.6515642,123.7874515,117.5135943,105.946148,
Central African Republic,CAF,Trade (% of GDP),NE.TRD.GNFS.ZS,57.45453674,62.2516546,62.29507257,63.72239745,69.25285968,64.76964499,70.87628866,73.20096774,73.94352311,64.93312236,73.5008478,67.22269528,58.74788774,65.10492521,71.07293707,61.05031664,51.51347707,59.52930382,57.3060779,57.56550683,66.30232808,58.44319389,56.40225873,60.76526042,58.89567164,53.6444942,46.80905809,46.39443456,42.79863463,46.76704756,42.94298352,43.70932169,43.22907608,39.98862202,48.41803223,50.47589112,47.08440503,55.81850836,51.04953188,43.2123439,45.65978199,39.73049974,36.10856478,36.231226,33.24395492,34.73488507,36.39584972,37.56851308,34.43755146,33.92009689,38.31706352,33.2831784,33.20966563,39.45642613,50.59261827,47.19062356,
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,35.10161493,35.80468206,35.57546192,35.70254656,37.34214148,37.18922883,38.64337337,39.52099659,41.17989796,42.3883808,41.30282892,40.47707641,41.6431738,44.11042669,47.97093931,45.74573853,44.1653433,45.66843383,48.79181281,52.20502423,53.29608826,52.11469788,46.60252913,46.68982656,52.47488827,52.86211916,53.08246735,50.86986778,51.36314644,50.04932544,49.96702727,49.20207707,52.71745582,58.24487516,64.39828906,69.09742537,70.29951355,74.38505502,78.15885074,80.19395573,82.85772601,78.40632001,75.73269035,69.84343945,70.18054685,69.70984342,67.98118492,66.19204439,66.92423059,58.3482469,60.06072927,62.32862239,62.39713673,62.14508774,64.25622756,65.38001541,
Central Europe and the Baltics,CEB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.08883154,55.43839135,63.58531016,58.5784165,58.525592,67.82769939,70.18116796,74.54655052,74.7206487,74.68414661,83.84514711,84.33942499,83.18605129,87.17508979,94.03070738,96.57667119,104.5859356,106.654354,105.272096,94.12938664,105.4958976,114.3436039,117.9241815,119.0736636,122.4297364,123.7567894,
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,54.51582506,55.8302884,55.71547345,54.90175299,54.87153627,54.52772844,54.90435454,54.01913197,56.24126204,60.04821092,,,,,,,,,,,85.45793783,84.83917339,79.8389844,80.50134248,84.6561403,87.22877133,82.1430976,80.61329506,82.69432087,87.04004236,82.36914522,79.08891082,78.60571261,77.78678787,77.61980996,77.30435084,79.82497375,89.3505208,88.88646926,90.09763483,98.24867494,96.16503363,91.24119314,89.76370039,94.14259118,100.6150981,104.9386362,111.8949761,115.3650963,107.32209,117.7715429,123.0764293,124.2433682,132.498414,117.9338099,114.0923462,
Channel Islands,CHI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Trade (% of GDP),NE.TRD.GNFS.ZS,29.17545671,28.09665248,25.54669937,26.75913434,25.9615028,26.16431188,28.50796001,27.39726027,27.13257965,30.64264435,28.63349131,23.05276863,23.05643416,29.12191341,40.08820904,52.84820433,45.92081815,43.0437604,44.50862148,49.38460279,49.79782828,43.17142212,40.62205705,45.32737246,49.57656817,53.86045686,55.12008772,57.34803796,61.50102613,66.04017533,64.53570382,60.16668333,57.98095265,55.2420434,54.81211992,56.4054266,56.24194853,56.28683548,55.86589284,56.92378285,57.86519771,61.41428034,61.93707133,65.12237565,68.25881398,69.96738896,71.94475384,75.78787272,81.04138126,66.76844974,69.72929838,72.94719996,68.81272238,65.37005722,65.94390002,60.23347799,
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,8.734099721,7.360220725,6.960936156,6.865336858,6.633104293,6.828143022,6.729496479,6.253483447,6.220973568,5.453062889,4.952406018,4.920835199,5.755367497,8.000145127,10.33348658,9.554202994,8.836913605,8.384615385,9.65014815,11.08645287,12.42479728,14.89728109,19.73934538,18.06180679,19.03565293,20.95932321,19.95461098,25.23060577,30.41764868,25.64154433,24.6841507,26.74043264,30.61509228,37.3185053,36.51787804,34.75902219,34.53906728,33.57786404,32.84431977,34.04191107,39.75277471,39.05383787,43.09296397,52.59747491,60.22079348,62.89041723,65.61892316,62.6647374,56.95747347,44.50696243,48.88930043,50.59982788,48.10786134,46.5652359,45.65192435,40.67168168,
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,57.14406757,63.39605592,60.1395535,57.45531759,60.60880001,66.94763093,65.10334587,65.01500699,68.6948357,63.83159118,64.8769567,60.63731917,62.51877165,68.98587056,84.07307131,73.31336679,77.98922386,78.95660403,73.95669728,72.26592824,76.18028969,77.45919888,75.75002167,72.68017697,77.10319819,79.17251371,69.67735716,63.05024828,58.37827152,61.08854404,58.80149561,56.99782131,60.02506534,55.34852185,69.83665802,76.20234391,73.51927601,78.20804764,76.3666435,76.54000125,74.63780424,73.55035201,79.8636641,75.26749055,84.60668736,93.92263771,95.06972995,89.43763142,87.27485334,90.77922973,93.95943422,91.15483119,92.80808899,80.12682964,77.64299959,75.71454201,
Cameroon,CMR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,48.0200388,44.57197133,43.20451703,46.75675569,46.24256492,50.87995264,50.17613052,46.47761949,44.6908941,48.23801324,48.2279939,50.00721606,52.86570896,51.77722644,49.32094172,55.01613909,50.28117841,62.12539352,59.70119087,64.47202025,65.02458838,46.00580702,37.32029527,31.99460886,38.47648378,37.49644544,34.63877936,38.86259217,31.74517736,38.02397722,41.36901331,41.77304331,39.78802005,39.13665157,38.66677095,42.91454449,45.13430805,40.65013021,40.1496532,39.23134926,41.92587936,43.95762733,48.53558019,52.34214386,37.06517648,40.36099983,44.85956129,45.40277692,49.56677138,52.88641809,49.63169231,
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,106.0604921,103.1207575,93.44131169,94.32042104,94.60161267,89.09463187,80.99630996,86.30140176,87.62057878,88.9695727,92.49997368,85.2310873,80.09662802,74.99999172,112.7039177,99.6350365,106.9328952,110.8509521,104.7905245,96.03921569,120.1442841,134.1148237,123.7746479,109.7097097,107.2509129,112.7935723,93.50223489,80.35519248,81.04704097,83.35300932,70.81935433,69.68454299,57.14070589,74.17619428,132.7362484,128.3125043,128.4076633,135.7581795,148.9016625,131.3941903,123.9098844,130.7324811,135.4560711,156.8617773,131.3681987,138.6635673,149.7796445,132.0525974,122.1539696,120.6234209,139.8175963,145.1187772,144.104413,142.6044328,143.2393966,165.6458638,
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,30.37819696,26.74771045,24.38654959,24.31979867,24.53189705,21.82322986,27.18852692,23.4365277,27.27508434,27.59936874,30.12774162,29.50874293,29.00629727,29.61013325,30.08834108,29.86857863,30.999304,30.16637652,30.34677859,28.68397705,31.78965587,27.2850199,26.10821784,23.67280841,24.34797231,26.33972636,30.83063591,29.87169227,30.14998849,31.81787448,35.38637938,35.25149094,33.46556606,35.18825781,35.91753745,35.49723032,36.04410719,35.59706809,35.90892305,36.14927931,32.66708547,33.90111179,32.98263921,36.51618352,35.86342693,35.63423841,38.17394204,36.32989385,38.0520614,34.28000166,33.70084636,38.66886919,38.2960978,37.69797761,37.31574403,38.95066361,
Comoros,COM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,60.64229302,60.97066317,69.52542972,73.5104471,64.55458903,67.05614616,57.93318117,57.74540855,59.75629617,54.17133371,51.39847813,58.21915841,59.89099889,57.6816915,67.32168944,64.32981615,59.70463181,61.16687849,48.61127142,46.62489541,51.09948808,47.84509475,43.75112421,50.76736122,47.93252294,51.39290947,53.13614502,56.83516555,62.97710751,63.20974397,68.16080983,69.58847493,72.00348862,76.17229096,77.17354678,,
Cabo Verde,CPV,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,84.05058205,92.16438745,102.1159219,102.436767,100.473455,101.8212851,93.05252412,83.83261889,76.20162485,81.43779264,85.95158403,80.95396931,83.93988997,60.306432,71.56344205,77.51555138,75.48996786,85.97934615,81.88141375,80.96901996,87.52060836,92.1637225,101.0897023,98.76838081,101.56717,104.3438399,117.8166972,102.2242419,99.98436948,88.03723519,94.43834597,99.84914998,100.2771418,95.33908878,,,
Costa Rica,CRI,Trade (% of GDP),NE.TRD.GNFS.ZS,47.59306432,47.1784853,49.93407708,50.31135652,54.01583016,56.95303006,55.97658828,57.07287475,61.30844522,59.47695331,63.20944327,64.89281343,67.77428857,68.34212127,81.87156172,68.60978582,63.81967005,67.20368481,64.21263938,64.11618942,63.29690474,91.4445351,87.24876915,60.77948138,58.03479822,55.84058597,53.98014528,57.41168656,60.9217738,64.36063807,66.50058764,71.71149251,76.41254257,79.73148099,78.40226371,80.22558741,84.49225589,88.04966468,92.48985619,87.90394017,86.89600867,81.17188891,80.77460673,83.69477623,85.63212088,89.63585907,90.26285213,86.91153383,86.93442958,70.17782095,68.21857571,69.45106886,68.14453682,65.75763637,67.1617464,62.79012895,
