Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,4.347552139,4.910815082,4.920671419,5.327836976,5.045269196,5.297345021,4.942293112,4.781261619,4.316684786,3.894151528,3.556921556,3.140842684,3.134473355,3.380782918,3.027989012,2.75680728,2.438278098,2.27378028,2.305398311,2.201693484,2.217561139,2.241549993,2.256191175,1.926689158,2.041979103,2.099982491,2.215085783,2.210319172,2.115463367,2.146748544,2.043330529,1.885029018,2.41188271,2.544867185,2.640533205,2.425303391,3.100796486,3.263034263,3.18696139,
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.03323857,13.74943784,13.80638488,14.00637935,14.37348966,14.40332019,13.9790744,13.50297253,13.64639905,13.04069085,12.60708064,12.07978367,11.53690554,11.91524841,11.94484646,11.27596404,10.77018041,10.10418579,9.990400382,9.074581027,8.638932397,7.95968435,7.584889473,7.129042841,6.882050575,6.832176959,
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,25.13991952,24.47906458,24.82029865,24.07236348,23.91360277,23.44498453,22.71190332,22.66198564,22.45004386,22.75243524,22.65218448,21.97225657,22.1377795,22.00765899,22.10726822,21.64527528,20.85162483,19.68238348,19.55314501,19.9548486,19.76077676,20.11143155,19.97867553,20.21869852,20.51927535,20.65373665,19.95567409,19.63797868,19.55011055,19.69028807,20.06967508,20.45199484,19.59504764,18.46207368,18.67364204,18.76670739,18.9329308,18.64739649,18.53725423,18.90642981,
Azerbaijan,AZE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31266343,17.65522714,23.93055713,18.81358768,12.91789027,12.50228589,11.59323579,9.064053557,8.681787042,6.290300339,5.639160586,6.716055231,8.079007493,9.35610815,8.927804311,7.018227367,6.107721381,4.085268948,5.043446217,5.999420582,5.134614514,4.236926861,4.379279724,4.516355962,5.151553406,5.767637435,
Burundi,BDI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,7.274004469,7.843724923,8.786652531,10.0110617,10.24561209,9.188932439,8.911128136,9.05414257,9.285022155,10.47795705,7.44001045,7.711860308,8.910801916,8.939096998,8.616632067,8.058861753,8.765787058,11.54410561,11.01285971,13.30733782,12.93607605,14.20180477,9.58971824,9.3979442,10.73980168,9.461559977,6.722595949,10.96293644,11.11436038,11.3685848,11.8781373,11.57106839,11.71419817,11.95010379,12.4188097,12.94510051,11.3128957,12.07496852,10.48998916,10.64650014,10.14239155,9.670815871,9.123756738,9.4555968,9.746470383,9.572046612,
Belgium,BEL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.43474961,20.30218515,20.61182005,20.35647204,19.48936155,19.55924992,18.96188035,18.71137829,17.9370063,17.8941164,17.64093979,17.00264336,16.89807667,15.86716205,14.2839137,14.72108392,14.2505851,14.07843244,14.00067901,13.98987608,14.26887181,
Benin,BEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,11.42150873,11.08388915,11.18279971,12.73991686,12.23497502,9.194901563,9.029592809,10.76107435,8.865208223,7.970468813,6.639706,9.097455938,8.672738383,7.925103429,7.888249519,7.180894529,7.17178972,8.130548032,7.835668413,7.376006869,7.160406202,7.941468232,7.426247821,8.05454443,8.077371806,8.275149107,8.468579033,7.987113987,23.85587078,23.67804758,23.40808183,23.54777272,22.94457903,21.48325584,21.6,20.90776598,18.80790489,16.79270068,16.34079627,15.70182656,14.93745625,13.86859339,14.60587133,14.9122807,13.72359963,
Burkina Faso,BFA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.65454223,10.99092597,11.60383848,11.60055507,11.42029171,11.71300277,13.28154622,15.3600625,15.85745618,16.38091055,17.11339876,18.21122323,19.10879069,19.94419951,19.39095609,19.04634009,18.82460104,17.54700272,16.27874332,16.35798411,15.24039892,14.86837562,14.8653051,16.36117399,15.43634368,13.83041877,14.39220285,15.56410743,15.79800132,15.15613442,15.37769155,14.02073875,15.15877817,14.76449175,14.49869394,15.23358721,14.47723371,15.64677864,14.93450187,16.58944687,13.15862629,13.13495254,11.1131741,14.26181095,14.4061429,11.68900852,11.34098737,11.0649967,8.321494812,9.228482367,7.899815573,7.713778852,7.517803778,5.912171818,5.98725915,6.507886618,
Bangladesh,BGD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.309910797,5.470588542,5.448665141,5.359331468,5.514048718,5.445473719,5.998064082,5.582903418,6.153438202,5.851063658,5.804682835,5.485218348,3.983848151,8.521769535,9.251323716,7.04227568,9.283922984,11.22620919,9.910996048,9.861451587,13.82663554,13.35787544,13.3550192,14.33621434,14.78689914,13.72473869,13.51243931,12.79449711,12.70723008,12.30537028,12.63484048,13.41234562,13.9063754,14.90539512,15.29275399,15.33482106,14.72810349,14.85620425,15.62847304,15.10903772,14.68684551,14.9226588,15.07165222,14.93912348,15.22581575,15.5608105,16.13463414,16.73903659,16.92761292,17.21644298,16.88865664,16.85621966,16.8156932,17.27274714,17.43230089,17.61144198,
Bulgaria,BGR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,16.22485105,15.51499348,12.40881237,11.90544005,12.44807627,10.10851358,13.86246406,16.02618128,18.15446448,17.22825084,16.72309482,15.84853373,13.92587886,15.35146013,16.08643278,19.05269706,,,,,,,,,,,,,,,14.48223504,15.04759704,14.85814419,14.81720629,14.92809337,17.342942,
"Bahamas, The",BHS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.999457982,4.394363854,5.622740325,5.147612884,4.915258535,4.851941994,4.169134651,5.048302519,4.499920877,3.828971313,5.224405602,5.5353364,4.235160168,4.789186501,4.587809689,5.096046618,4.513860688,4.807306506,4.384884714,4.030705096,3.979624926,4.030520793,4.196857012,5.65449266,4.516243156,4.584470382,3.265047211,
Bosnia and Herzegovina,BIH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50560362,11.43649852,13.92996287,13.66850419,14.7007052,13.03190867,10.10143493,10.36801837,10.2512994,10.6084035,11.3692103,12.09596216,12.60961065,13.6324444,13.52615154,12.63498364,13.25263854,13.31582711,12.89046682,13.24026351,13.30164406,14.12319017,
Belarus,BLR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.16587678,42.16507177,40.53812067,30.00486881,29.8197181,30.9818556,33.32992413,34.83967255,33.90139162,32.50679697,31.64077011,30.51741992,30.1907689,31.49434796,33.31979326,29.47251396,28.86192834,29.0216239,30.63145969,27.77015954,27.51470678,31.93522268,29.92672433,26.30832719,25.1947285,25.93440203,
Belize,BLZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,17.90393013,15.13181654,23.91304348,20.3409759,16.50238474,18.27182718,19.65006729,16.71765734,15.58044807,18.55175292,18.50178807,16.42857143,13.08827625,12.00526894,11.778007,11.14625387,11.29671237,11.23604256,11.63218488,11.17486969,11.0065163,10.36013306,10.87008899,10.30605676,9.655444065,9.013990517,9.021236958,8.938528042,11.8004542,12.82330155,14.4369489,13.04357121,14.04574962,15.46337148,13.83506909,11.45815124,9.940030485,8.578805765,
Bermuda,BMU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.219364878,2.24265915,1.793819875,1.830422915,1.729845233,1.737577596,1.501102435,1.530646416,1.377677314,1.347902407,1.214224604,0.982554574,,,,
Bolivia,BOL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,14.13455604,14.28224042,13.49724034,13.43178622,12.71405692,12.85037591,13.23710016,12.99193703,12.80961615,13.44017899,14.44726918,16.41977631,8.222079112,12.75394923,11.96836697,17.33965952,20.41830934,18.57408605,19.44641696,18.54848311,18.49569747,19.49505747,19.07240792,18.80901597,18.70202799,19.00850207,18.96467821,16.78065601,16.25793244,15.488893,15.3262957,15.31765643,14.99113744,14.67990934,14.43419024,14.17589448,14.3760355,14.68263383,14.40632681,14.4054847,13.94232495,13.24322658,13.44492896,13.23146412,12.98433973,13.17470846,
Brazil,BRA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,29.60749551,31.38460678,26.74830214,30.17735089,26.61465192,26.19686781,27.61504103,26.06702041,28.3477757,28.85132553,29.31705315,29.19135857,29.39819919,29.8050991,30.55224012,30.26366995,30.39707751,29.34483299,30.72027149,31.04103914,33.48525192,32.92008343,34.55996248,33.18975085,33.87255639,33.7474892,32.9690818,31.95648803,30.95471646,29.52880252,,25.34337051,24.65593128,24.95368685,26.7898839,18.6157115,14.94626634,14.81327002,13.8146116,14.21365766,15.27131091,15.37152966,14.48330754,16.87992999,17.78659456,17.35967272,16.58857458,16.59967028,16.52323626,15.27415272,14.96750828,13.87142232,12.58188893,12.3107234,11.67348478,11.4022978,
Barbados,BRB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.41176619,9.79006662,8.811199127,8.371385062,7.878656866,7.829337918,7.736634018,7.807185654,7.738733916,7.477617224,7.589008738,7.63805186,7.385760649,7.928591508,7.615872755,6.874977618,6.457871343,6.118410472,6.145456693,5.844127158,5.832244906,5.49792138,4.711296258,4.201366716,3.586251509,,
Brunei Darussalam,BRN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,8.676706674,11.69506208,14.1634197,11.97123119,11.91339011,10.71000968,11.81587326,9.930077511,9.906306504,10.04443679,10.12579786,10.11312772,10.37853415,10.05016463,10.10194282,12.42684186,11.13511832,12.46632369,12.89535583,12.27283841,12.01576806,13.00399851,12.76066131,14.99901127,13.66413864,13.54676414,15.36311712,15.72556812,15.68413351,15.31572793,13.2873789,12.30760947,10.56359666,10.38112523,13.70778364,13.96936834,14.90636704,16.43565206,16.62395496,16.49807854,16.10509334,14.52919339,
Bhutan,BTN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,2.886405861,5.707746073,5.619544036,6.428721472,6.474741275,5.950322488,5.158852258,5.80625091,5.418106554,7.56830693,7.905989105,8.75590171,9.022766979,9.088240932,9.485270409,10.6987313,11.59801814,10.22721492,9.546266191,8.935784399,8.382671512,8.548035949,7.656454032,7.429354181,7.495378765,7.388860601,7.875684841,8.400086609,8.645525795,8.430028812,9.086217452,8.694303204,9.40965363,8.789283462,8.586216049,8.348512447,
Botswana,BWA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,11.58536585,7.859078591,,,,,,,,,7.226925459,7.345772399,6.735225956,7.139593329,5.746930423,5.0893796,6.991525424,7.71447211,6.699490065,5.599393543,5.437905174,5.96517914,5.883213577,5.413657255,5.23557091,5.115593094,5.312288551,5.478211731,4.773445443,5.294698653,5.635565171,6.005256591,6.110445869,6.724933755,6.053494199,6.14066207,6.33077425,6.47280744,6.230759539,6.238099991,5.501477717,5.816715714,6.97476641,6.424246468,7.226673671,7.14773458,6.259653155,6.458326552,6.484760386,5.986190013,6.343565772,
Central African Republic,CAF,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,4.022988506,4.683195592,5.570291777,5.582524272,5.275228148,6.837606838,6.680163296,7.350098133,7.794676806,7.749625931,7.549688522,6.126485018,6.534825715,8.365607408,8.263305901,7.192429476,7.428248605,7.722180951,8.681008789,8.346153846,9.831656623,8.210754197,8.930235259,10.06510747,10.25550026,11.65323468,12.15135117,11.23268979,11.23029664,10.02429308,10.40236205,7.735318571,6.08664846,6.222801037,6.216959805,6.163032849,5.999888622,6.187082601,6.086319118,6.113332401,6.407767834,6.538490621,6.647521034,6.704743281,6.794240108,6.744149862,6.601377932,6.536403011,8.611052047,8.073568607,7.204141935,
Canada,CAN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.12060648,11.66244446,11.11790602,11.062848,10.99080757,11.08933223,,,,
Central Europe and the Baltics,CEB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37074134,22.09871448,22.27141417,21.75235417,20.85271554,20.96429382,20.71339843,20.06067619,20.3402016,21.11308166,20.95858999,21.1611358,20.87138331,20.22620439,19.30101395,19.90810931,20.46098435,20.42408916,20.23634283,21.25207348,21.47245912,
Switzerland,CHE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.66861546,20.49078713,20.11987149,19.89712046,20.24879641,19.8078246,19.51437251,19.63098488,19.22378722,18.99448691,18.46646699,19.18004882,19.58668001,19.38491431,19.4631843,19.60180184,19.96619127,20.12698455,20.41487585,19.08262645,19.19194321,19.50869374,19.01805191,18.89831391,18.59095626,17.95991081,
Channel Islands,CHI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,21.16004044,23.25728905,23.13784818,23.21666957,24.75898674,24.04371585,23.16602317,24.17910448,25.75107296,25.29411765,25.87628866,24.62271644,23.50922351,27.26395226,29.8899359,20.42426199,23.55598238,22.11634545,22.9038383,21.56750304,21.51604563,22.27464016,18.49077016,21.18158912,24.225123,16.19640137,18.69205832,18.36635169,18.88745511,18.86511113,19.5729641,20.45987351,20.48859596,18.54718185,18.36207765,18.08567545,19.36365985,19.20737251,18.92682486,19.17434802,16.88988848,17.57688648,17.57272299,16.13797058,15.6103185,14.67365859,13.8074262,13.01255294,12.2323822,12.2653314,11.75136592,11.94326014,11.81695747,11.85806828,11.66803367,11.92744329,
China,CHN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,31.52511241,27.8797347,25.80674268,29.29160137,33.34630868,34.62162876,35.60289147,35.72146426,35.17858337,37.59888804,37.00136522,38.76502169,40.10182964,39.61918308,39.86385044,37.97329728,36.78010563,36.02323242,34.94632145,34.41536443,34.63794078,34.12625311,34.28932813,33.93025478,32.30431992,32.15641698,32.41029081,33.64698907,33.3240859,33.35434342,33.21444278,32.8739943,31.54468317,31.28211449,31.77764768,31.29111139,31.05772295,32.46627976,31.97506225,32.09392486,32.45232433,32.36657902,32.09218057,31.54522014,31.5430915,31.2819314,30.65558217,29.73784247,,,
Cote d'Ivoire,CIV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,9.139308265,11.08902646,12.19969972,9.741484804,9.239898275,10.29082454,10.33929621,11.09204018,10.15918472,10.23004666,9.394847072,9.40754003,7.640332285,7.684540098,8.128952708,,,,,,,,,,,17.45050761,16.57763404,16.58318699,15.43232606,14.74179,15.04924517,14.59307881,17.28478354,16.19516559,16.57418107,17.21134365,16.15762213,14.25846179,12.31517849,12.46528097,14.46044638,14.23069502,14.55700286,14.29658261,13.38457714,12.62580912,13.32647336,13.00514164,12.71149989,12.65220508,12.53077211,
Cameroon,CMR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,9.523809517,9.660449436,9.769865598,9.266408955,9.821744259,10.24513262,10.33470372,10.381355,10.24068004,9.820912727,10.28907395,10.54152019,8.956829335,8.239871973,8.093082172,9.596573086,10.45950842,12.06584927,11.64718122,12.13834669,11.52817093,12.38872607,13.20309719,13.57228772,14.38330839,14.51918389,14.47980398,14.29259538,21.44838158,22.30404455,21.66230832,20.0627844,19.51514132,20.72134801,20.99898138,20.83163628,20.939195,20.63913236,20.24971874,19.2381646,18.66531532,17.77319787,14.85114094,15.02663876,16.2296413,16.21089766,14.50844115,14.78109371,14.38830074,14.3145934,14.01594384,
"Congo, Rep.",COG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,9.379732224,8.431380784,7.491673141,6.33191619,4.774649014,5.518019144,4.851348983,5.624228471,9.644565183,8.653424468,8.636875569,6.860816065,8.346456693,8.937166645,7.895414735,7.985791343,7.75683049,8.132929369,6.701546511,5.458434757,6.955916877,5.4647071,3.47655398,4.51105795,5.320917858,6.024214982,4.980047235,3.999127916,3.574432296,4.031521035,3.464867471,4.471285857,3.782816715,3.632434622,3.838301409,4.29632134,4.739393925,7.326375291,
Colombia,COL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,19.68235588,19.30764288,18.85073547,18.20129701,18.3394936,21.15470627,20.83819921,21.77986326,23.18462946,23.65258944,23.71244446,24.68576384,24.34285861,23.76321225,23.02571631,23.93232309,21.92738278,21.82910322,21.5038904,22.60715197,21.96701075,23.18760449,21.05192089,21.9460094,21.61569646,20.57901523,20.90023972,19.77314405,20.48673628,16.13096561,15.91919002,15.49218622,14.91514574,15.07318104,14.77838442,15.01273711,15.24908899,15.17111908,15.45276297,15.70268998,15.44649368,15.64785602,15.90062999,15.24585567,14.32110157,13.92949803,13.53021601,13.35829945,12.85275665,12.44855923,12.20942935,
Comoros,COM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,3.912776869,3.854948014,3.671497407,3.567394578,0.364077666,3.668637004,3.664474847,3.743541747,3.840054229,3.995457091,4.208655287,4.177796927,4.448039967,4.498070533,5.965016613,4.163018937,4.162520355,4.162807229,4.163562532,4.163180323,4.29629962,4.16270671,4.186695612,4.186718865,4.186108832,4.070416253,4.044360119,4.078585941,3.786632669,5.04026936,5.222880805,5.979227414,6.283530513,6.79956357,7.115461717,7.502385789,
Cabo Verde,CPV,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,7.383380404,8.438503591,7.280439109,8.700306686,12.60799887,12.57788121,13.50404741,9.568054391,13.24288804,12.72924896,13.05601613,11.73484732,12.18075841,10.09617724,9.262925466,7.196860722,7.544178037,7.004680356,6.408194727,6.453460617,5.80760974,,,,,,,,,,
Costa Rica,CRI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,24.76228058,25.85551365,25.12483458,24.41552525,24.03436217,24.4815078,23.95710219,22.62399718,22.42149792,22.81237806,21.55503032,20.89754603,20.88180138,21.14211459,21.44284397,20.81121989,20.60626132,20.3189064,19.38667275,19.32499183,18.92803276,18.68579056,18.6954099,18.35222194,18.07172078,16.9394888,15.54662195,15.78346434,15.31992694,14.75673555,13.78453116,13.4079485,13.03676695,
Caribbean small states,CSS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.75072816,10.71273179,8.806669503,8.670119838,10.27406261,9.688862803,9.82490008,9.092986204,9.243142564,8.814464628,8.426539227,7.836279622,7.544726537,8.241061807,7.772230631,8.254149403,7.048839599,7.727334115,7.67863463,7.374336779,7.659847873,7.732569091,7.624455499,7.711357779,7.527306911,7.004007243,7.217030865,
Cuba,CUB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,8.640837311,8.642441348,8.642712066,8.641008103,8.635368365,8.642658508,8.650464496,8.644065763,8.632492592,8.60720998,8.679188988,8.689554433,8.612116284,8.574823953,8.481559479,9.046517357,8.741292418,8.231021917,8.390861518,8.024052279,7.657258056,8.14907824,9.431257308,9.604408202,13.02340422,14.57966641,13.84928513,14.01527001,14.64662676,15.5646542,17.74035736,16.38629028,14.88493966,12.23432217,10.86932079,9.48128667,9.362524058,10.06190662,10.91639292,10.68908642,10.557896,10.72123274,,,,,
Curacao,CUW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.813087245,0.831401225,0.946756072,0.920279015,0.877300669,0.861010193,0.889133483,,,,
Cyprus,CYP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,14.31905766,17.25066696,17.77357132,18.2823311,17.59288274,17.54570283,17.60273646,17.02605426,16.53030697,16.09092114,15.64566322,15.02279768,15.37467645,15.46169596,14.69715098,14.15659113,14.19972266,13.43581737,12.77368959,12.14835445,10.44933285,10.25899718,10.08336232,9.619773652,9.317942416,8.943898748,8.550009038,8.581740041,8.273422244,8.194488619,7.786563972,7.039588863,6.652792961,6.339962842,6.117116843,5.805499018,5.210592398,4.679273696,4.327910773,4.66014251,4.756228778,
Czech Republic,CZE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.42872576,23.54824589,23.71894604,24.82754436,25.84571586,25.31081885,25.1149991,25.9129217,26.15516546,24.56819567,24.0438493,25.38709047,25.49664125,25.92572632,25.96111547,24.53406297,22.8686931,23.44897343,24.44318998,24.7292869,24.83461148,26.76089539,26.97337704,
Germany,DEU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.41792826,25.89595271,23.62557547,23.17316939,22.76538139,22.20549143,22.367709,22.61109857,22.33790199,22.97870825,22.69075551,22.0862374,22.21295679,22.37889685,22.44864045,23.13498743,23.44275126,22.50765296,19.92732087,22.18960716,22.89893488,22.7257286,22.50372449,22.97322052,22.80897781,
Djibouti,DJI,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.486452601,3.645554174,3.640136715,3.39380745,3.34910105,2.810008815,2.799215342,2.889264829,2.885037014,2.704136391,2.578569542,2.611296776,2.609544763,2.644072367,2.669752345,2.661283278,2.585915337,2.517069328,2.450208953,,,,,,,,,
Dominica,DMA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,,,,,,,,,,,,,,,,,,4.952830189,5.645237421,4.725897921,4.800333936,6.670590543,8.190709046,7.815098104,6.11771671,6.449301326,6.672720812,6.452067835,6.575402544,7.266856263,7.14633355,7.538786332,8.15610159,8.223950915,7.138809052,7.423903491,7.335950436,7.623940869,8.683166963,8.08660707,7.68314615,7.932109881,9.657108282,5.889224585,5.267344198,4.599056604,4.940282732,4.225361144,2.869330717,2.814477766,2.864340973,3.188259733,3.685615621,3.590457746,3.559069116,3.340090559,
